NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,Based
11983,"PICKLES,CHOWCHOW,W/CAULIFLOWER ONION MUSTARD,SWT",68.9,121,1.5,0.9,2.06,26.64,1.5,23.88,23,1.4,21,22,200,527,0.23,0.092,0.085,2,6,0,0.02,0,0.067,0.01,5,0,5,5,4,0,90,5,0,10,38,22,0,222,0.16,0,0,61.6,0.149,0.17,0.397,0,245,1 cup,,,0,1
11984,"EPAZOTE,RAW",89.21,32,0.33,0.52,2.5,7.44,3.8,,275,1.88,121,86,633,43,1.1,0.19,3.098,0.9,3.6,0.028,0.348,0.639,0.179,0.152,215,0,215,215,,0,57,3,0,,38,,,,,0,0,,,,,0,0,1 tbsp,2,1 sprig,0,1
11985,"FIREWEED,LEAVES,RAW",70.78,103,4.71,2.75,2.54,19.22,10.6,,429,2.4,156,108,494,34,2.66,0.32,6.704,0.9,2.2,0.033,0.137,4.674,1.356,0.632,112,0,112,112,,0,3598,180,0,,,,,,,0,0,,,,,0,23,"1 cup, chopped",22,1 plant,65,1
11986,"MALABAR SPINACH,COOKED",92.5,23,2.98,0.78,1.04,2.71,2.1,,124,1.48,48,36,256,55,0.3,0.111,0.255,0.9,5.9,0.106,0.129,0.787,0.135,0.086,114,0,114,114,,0,1158,58,0,,,,,,,0,0,,,,,0,44,1 cup,17,1 bunch,30,1
11987,"MUSHROOMS,OYSTER,RAW",89.18,33,3.31,0.41,1.01,6.09,2.3,1.11,3,1.33,18,120,420,18,0.77,0.244,0.113,2.6,0,0.125,0.349,4.956,1.294,0.11,38,0,38,38,48.7,0,48,2,0,0,29,0,0,0,0,0.7,29,0,0.062,0.031,0.123,0,148,1 large,15,1 small,11,1
11988,"FUNGI,CLOUD EARS,DRIED",14.8,284,9.25,0.73,2.21,73.01,70.1,,159,5.88,83,184,754,35,1.32,0.183,1.951,43.4,0,0.015,0.844,6.267,0.481,0.112,38,0,38,38,,0,0,0,0,,,,,,,0,0,,,,,0,28,1 cup,4.5,1 piece,0,1
11989,"MUSHROOMS,STRAW,CND,DRND SOL",89.88,32,3.83,0.68,0.97,4.64,2.5,,10,1.43,7,61,78,384,0.67,0.133,0.098,15.2,0,0.013,0.07,0.224,0.412,0.014,38,0,38,38,,0,0,0,0,0,0,0,,,,,,,0.089,0.012,0.263,0,182,1 cup,5.5,1 piece,0,1
11990,"WASABI,ROOT,RAW",69.11,109,4.8,0.63,1.92,23.54,7.8,,128,1.03,69,80,568,17,1.62,0.155,0.391,,41.9,0.131,0.114,0.743,0.203,0.274,18,0,18,18,,0,35,2,0,0,21,0,,,,0,0,,,,,0,130,"1 cup, sliced",169,1 root,23,1
11991,"YAUTIA (TANNIER),RAW",73.06,98,1.46,0.4,1.45,23.63,1.5,,9,0.98,24,51,598,21,0.5,0.257,0.186,0.7,5.2,0.097,0.04,0.667,0.209,0.237,17,0,17,17,,0,8,0,0,0,5,0,,,,0,0,,0.082,,,0,135,"1 cup, sliced",305,1 root,14,1
11992,"MUSHROOMS,WHITE,MICROWAVED",88.52,35,3.91,0.46,1.08,6.04,2.5,0,6,0.33,14,127,488,17,0.73,0.37,0.064,18,0,0.06,0.431,5.35,1.96,0.049,16,0,16,16,30.3,0,0,0,0,0,0,0,0,0,0,0.3,11,0,0.06,0.02,0.28,0,,,,,0,1
11993,"MUSHROOMS,MAITAKE,RAW",90.37,31,1.94,0.19,0.53,6.97,2.7,2.07,1,0.3,10,74,204,1,0.75,0.252,0.059,2.2,0,0.146,0.242,6.585,0.27,0.056,21,0,21,21,51.1,0,0,0,0,0,0,0,0,0,0.01,28.1,1123,0,0.03,0.03,0.09,0,70,"1 cup, diced",1.1,"1 piece, whole",0,1
11995,"FIDDLEHEAD FERNS,RAW",88.68,34,4.55,0.4,0.83,5.54,,,32,1.31,34,101,370,1,0.83,0.32,0.51,,26.6,0.02,0.21,4.98,,,,,,,,0,3617,181,0,261,2040,,,,,0,0,,,,,0,,,,,,1
11996,"FIDDLEHEAD FERNS,FRZ,UNPREP",88.91,34,4.31,0.35,0.69,5.74,,,24,0.73,19,58,129,0,0.71,0.22,0.94,,17.8,0.014,0.13,3.26,,,,,,,,0,3350,168,0,280,1870,,,,,0,0,,,,,0,,,,,0,1
11998,"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,RAW",92.82,22,2.11,0.35,0.85,3.87,1.3,2.5,3,0.31,10,108,364,9,0.53,0.286,0.069,18.6,0,0.059,0.13,4.494,1.14,0.148,28,0,28,28,21.2,0.05,0,0,,0,0,0,0,0,0.02,11.2,446,0,0.06,0.02,0.117,0,86,"1 cup, diced",84,"1 piece, whole",3,1
12001,"BREADFRUIT SEEDS,RAW",56.27,191,7.4,5.59,1.5,29.24,5.2,,36,3.67,54,175,941,25,0.9,1.148,0.142,,6.6,0.482,0.301,0.438,0.877,0.32,53,0,53,53,,0,256,13,0,,,,,,,0,0,,1.509,0.712,2.977,0,28,1 oz,,,32,1
12003,"BREADFRUIT SEEDS,BOILED",59.3,168,5.3,2.3,1.1,32,4.8,,61,0.6,50,124,875,23,0.83,1.069,0.132,,6.1,0.29,0.17,5.3,0.816,0.298,49,0,49,49,,0,238,12,0,,,,,,,0,0,,0.621,0.293,1.225,0,28,1 oz,,,64,1
12004,"SEEDS,BREADNUT TREE SEEDS,RAW",45,217,5.97,0.99,1.76,46.28,,,98,2.09,68,67,1183,31,1.13,1.444,0.178,,27.4,0.055,0.055,0.88,1.103,0.403,66,0,66,66,,0,248,12,0,,,,,,,0,0,,0.267,0.126,0.527,0,28,"1 oz,  (8-14 seeds)",,,0,1
12005,"SEEDS,BREADNUT TREE SEEDS,DRIED",6.5,367,8.62,1.68,3.81,79.39,14.9,,94,4.6,115,178,2011,53,1.91,2.455,0.303,1.9,46.6,0.03,0.14,2.1,1.875,0.685,113,0,113,113,,0,216,11,0,,,,,,,0,0,,0.454,0.214,0.896,0,160,1 cup,28.35,1 oz,0,1
12006,"CHIA SEEDS,DRIED",5.8,486,16.54,30.74,4.8,42.12,34.4,,631,7.72,335,860,407,16,4.58,0.924,2.723,55.2,1.6,0.62,0.17,8.83,,,49,,49,,,0,54,,,,,,,,0.5,,,,3.33,2.309,23.665,0,28,1 oz,,,0,1
12007,"COTTONSEED FLR,PART DEFATTED (GLANDLESS)",6.3,359,40.96,6.2,6,40.54,3,,478,12.66,721,1597,1772,35,11.69,1.18,2.143,5.6,2.4,2.102,0.399,4.065,0.448,0.769,229,0,229,229,,0,434,22,0,,,,,,,0,0,,1.588,1.133,2.958,0,94,1 cup,5,1 tbsp,0,1
12008,"COTTONSEED FLR,LOFAT (GLANDLESS)",6.9,332,49.83,1.41,5.76,36.1,,,474,12.58,716,1587,1761,35,11.61,1.172,2.129,,2.4,2.089,0.396,4.039,0.445,0.764,228,0,228,228,,0,432,22,0,,,,,,,0,0,,0.31,0.221,0.577,0,28,1 oz,,,0,1
12011,"COTTONSEED MEAL,PART DEFATTED (GLANDLESS)",1.2,367,49.1,4.77,6.5,38.43,,,504,13.35,760,1684,1869,37,12.32,0.001,2.26,,2.5,2.217,0.42,4.286,0.472,0.811,242,0,242,242,,0,458,23,0,,,,,,,0,0,,1.207,0.861,2.248,0,28,1 oz,,,0,1
12013,"LOTUS SEEDS,DRIED",14.16,332,15.41,1.97,3.99,64.47,,,163,3.53,210,626,1368,5,1.05,0.35,2.318,,0,0.64,0.15,1.6,0.851,0.629,104,0,104,104,,0,50,3,0,,,,,,,0,0,,0.33,0.388,1.166,0,32,1 cup,28.35,"1 oz,  (42 medium seeds)",0,1
12014,"PUMPKIN&SQUASH SD KRNLS,DRIED",5.23,559,30.23,49.05,4.78,10.71,6,1.4,46,8.82,592,1233,809,7,7.81,1.343,4.543,9.4,1.9,0.273,0.153,4.987,0.75,0.143,58,0,58,58,63,0,16,1,0,1,9,1,0,74,2.18,0,0,7.3,8.659,16.242,20.976,0,129,1 cup,28.35,1 oz,26,1
12016,"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT",2.03,574,29.84,49.05,4.37,14.71,6.5,1.29,52,8.07,550,1174,788,18,7.64,1.275,4.49,9.4,1.8,0.07,0.15,4.43,0.57,0.1,57,0,57,57,63,0,8,0,0,1,5,0,0,30,0.56,0,0,4.5,8.544,15.734,19.856,0,118,1 cup,28.35,1 oz,0,1
12021,"SAFFLOWER SD KRNLS,DRIED",5.62,517,16.18,38.45,5.47,34.29,,,78,4.9,353,644,687,3,5.05,1.747,2.014,,0,1.163,0.415,2.284,4.03,1.17,160,0,160,160,,0,50,3,0,,,,,,,0,0,,3.682,4.848,28.223,0,28,1 oz,,,49,1
12022,"SAFFLOWER SD MEAL,PART DEFATTED",6.41,342,35.62,2.39,6.85,48.73,,,77,4.86,350,638,68,3,5.01,1.733,1.998,,0,1.153,0.412,2.265,3.996,1.161,159,0,159,159,,0,49,2,0,,,,,,,0,0,,0.207,0.272,1.584,0,28,1 oz,,,0,1
12023,"SESAME SEEDS,WHOLE,DRIED",4.69,573,17.73,49.67,4.45,23.45,11.8,0.3,975,14.55,351,629,468,11,7.75,4.082,2.46,34.4,0,0.791,0.247,4.515,0.05,0.79,97,0,97,97,25.6,0,9,0,0,0,5,0,0,0,0.25,0,0,0,6.957,18.759,21.773,0,144,1 cup,9,1 tbsp,0,1
12024,"SESAME SEEDS,WHL,RSTD&TSTD",3.3,565,16.96,48,6,25.74,14,,989,14.76,356,638,475,11,7.16,2.47,2.496,34.4,0,0.803,0.251,4.581,0.051,0.802,98,0,98,98,,0,9,0,0,,,,,,,0,0,,6.722,18.127,21.039,0,28,1 oz,,,0,1
12029,"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)",5,567,16.96,48,4,26.04,16.9,0.48,131,7.78,346,774,406,39,10.23,1.457,1.427,34.4,0,1.205,0.466,5.438,0.68,0.146,96,0,96,96,25.6,0,66,3,0,0,40,0,0,0,0.25,0,0,0,6.722,18.127,21.039,0,128,1 cup,28.35,1 oz,0,1
12032,"SESAME FLR,PART DEFATTED",6.61,382,40.32,11.89,6.05,35.14,,,150,14.3,362,810,425,41,10.7,1.432,1.403,,0,2.53,0.27,12.6,2.76,0.152,29,0,29,29,,0,69,3,0,,,,,,,0,0,,1.634,4.405,5.113,0,28,1 oz,,,0,1
12033,"SESAME FLOUR,LOW-FAT",7.1,333,50.14,1.75,5.5,35.51,,,149,14.22,338,757,397,39,10,1.425,1.396,,0,2.516,0.269,12.533,2.745,0.142,29,0,29,29,,0,64,3,0,,,,,,,0,0,,0.201,0.543,0.63,0,28,1 oz,,,0,1
12034,"SESAME MEAL,PART DEFATTED",5,567,16.96,48,4,26.04,,,153,14.55,346,774,406,39,10.23,1.457,1.427,,0,2.573,0.275,12.816,2.807,0.146,30,0,30,30,,0,66,3,0,,,,,,,0,0,,6.722,18.127,21.039,0,28,1 oz,,,0,1
12036,"SUNFLOWER SD KRNLS,DRIED",4.73,584,20.78,51.46,3.02,20,8.6,2.62,78,5.25,325,660,645,9,5,1.8,1.95,53,1.4,1.48,0.355,8.335,1.13,1.345,227,0,227,227,55.1,0,50,3,0,0,30,0,0,0,35.17,0,0,0,4.455,18.528,23.137,0,46,"1 cup, with hulls edible yield",140,1 cup,46,1
12037,"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",1.2,582,19.33,49.8,5.6,24.07,11.1,2.73,70,3.8,129,1155,850,3,5.29,1.83,2.11,79.3,1.4,0.106,0.246,7.042,7.042,0.804,237,0,237,237,55.1,0,9,0,0,0,5,0,0,0,26.1,0,0,2.7,5.219,9.505,32.884,0,128,1 cup,28.35,1 oz,0,1
12038,"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT",1.54,592,20.06,51.3,4.22,22.89,10.6,3.11,87,4.28,127,1139,483,3,5.21,1.804,2.08,78.2,1.1,0.32,0.28,4.13,6.942,0.792,234,0,234,234,55.1,0,9,0,0,0,5,0,0,0,36.33,0,0,3.1,7.068,8.063,34.294,0,135,1 cup,28.35,1 oz,0,1
12039,"SUNFLOWER SD KRNLS,TSTD,WO/SALT",1,619,17.21,56.8,4.4,20.59,11.5,,57,6.81,129,1158,491,3,5.3,1.834,2.114,,1.4,0.325,0.285,4.198,7.056,0.805,238,0,238,238,,0,0,0,0,,,,,,,0,0,,5.953,10.841,37.507,0,134,1 cup,28.35,1 oz,0,1
12040,"SUNFLOWER SD BUTTER,WO/SALT",0.62,617,17.28,55.2,3.58,23.32,5.7,10.54,64,4.12,311,666,576,3,4.89,1.597,2.073,104.4,2.7,0.053,0.163,6.747,1.167,0.55,237,0,237,237,,0,52,,0,,,,,,22.89,0,0,,4.678,39.025,9.805,0,16,1 tbsp,28.35,1 oz,0,1
12041,"SUNFLOWER SD FLR,PART DEFATTED",7.47,326,48.06,1.61,7.04,35.83,5.2,,114,6.62,346,689,67,3,4.95,1.713,1.975,58.2,1.3,3.187,0.266,7.313,6.595,0.753,222,0,222,222,,0,49,2,0,,,,,,,0,0,,0.138,0.252,0.87,0,64,1 cup,4,1 tbsp,0,1
12058,"ACORNS,RAW",27.9,387,6.15,23.86,1.35,40.75,,,41,0.79,62,79,539,0,0.51,0.621,1.337,,0,0.112,0.118,1.827,0.715,0.528,87,0,87,87,,0,39,2,0,,,,,,,,,,3.102,15.109,4.596,0,28,1 oz,,,38,1
12059,"ACORNS,DRIED",5.06,509,8.1,31.41,1.78,53.66,,,54,1.04,82,103,709,0,0.67,0.818,1.363,,0,0.149,0.154,2.406,0.94,0.695,115,0,115,115,,0,0,0,0,,,,,,,,,,4.084,19.896,6.052,0,28,1 oz,,,38,1
12060,"ACORN FLOUR,FULL FAT",6,501,7.49,30.17,1.69,54.65,,,43,1.21,110,103,712,0,0.64,0.611,1.743,,0,0.146,0.154,2.382,0.931,0.688,114,0,114,114,,0,51,3,0,,,,,,,,,,3.923,19.11,5.813,0,28,1 oz,,,0,1
12061,ALMONDS,4.41,579,21.15,49.93,2.97,21.55,12.5,4.35,269,3.71,270,481,733,1,3.12,1.031,2.179,4.1,0,0.205,1.138,3.618,0.471,0.137,44,0,44,44,52.1,0,2,0,0,0,1,0,0,1,25.63,0,0,0,3.802,31.551,12.329,0,143,"1 cup, whole",92,"1 cup, sliced",60,1
12062,"ALMONDS,BLANCHED",4.51,590,21.4,52.52,2.91,18.67,9.9,4.63,236,3.28,268,481,659,19,2.97,1.027,1.835,3.2,0,0.191,0.711,3.5,0.314,0.115,49,0,49,49,52.1,0,7,0,0,0,4,0,0,1,23.75,0,0,0,3.953,33.415,12.368,0,145,"1 cup, whole kernels",9.1,1 tbsp,0,1
12063,"ALMONDS,DRY RSTD,WO/SALT",2.41,598,20.96,52.54,3.07,21.01,10.9,4.86,268,3.73,279,471,713,3,3.31,1.099,2.232,2,0,0.077,1.197,3.637,0.321,0.136,55,0,55,55,52.1,0,1,0,0,0,1,0,0,1,23.9,0,0,0,4.092,33.076,12.955,0,138,"1 cup, whole kernels",28.35,"1 oz,  (22 whole kernels)",0,1
12065,"ALMONDS,OIL RSTD,WO/SALT",2.8,607,21.23,55.17,3.13,17.68,10.5,4.55,291,3.68,274,466,699,1,3.07,0.955,2.46,4.1,0,0.092,0.781,3.665,0.229,0.118,27,0,27,27,52.1,0,1,0,0,0,1,0,0,1,25.97,0,0,0,4.208,34.793,13.519,0,157,"1 cup, whole kernels",28.35,"1 oz,  (22 whole kernels)",0,1
12071,ALMOND PASTE,14.08,458,9,27.74,1.37,47.81,4.8,36.25,172,1.6,130,258,314,9,1.48,0.454,0.856,4.2,0.1,0.082,0.414,1.422,0.113,0.036,73,0,73,73,28.5,0,0,0,0,0,0,0,0,1,13.54,0,0,0,2.629,18.012,5.821,0,28,1 oz,227,"1 cup,  firmly packed",0,1
12077,"BEECHNUTS,DRIED",6.6,576,6.2,50,3.7,33.5,,,1,2.46,0,0,1017,38,0.36,0.67,1.341,,15.5,0.304,0.371,0.877,0.925,0.684,113,0,113,113,,0,0,0,0,,,,,,,,,,5.719,21.892,20.089,0,28,1 oz,,,39,1
12078,"BRAZILNUTS,DRIED,UNBLANCHED",3.42,659,14.32,67.1,3.43,11.74,7.5,2.33,160,2.43,376,725,659,3,4.06,1.743,1.223,1917,0.7,0.617,0.035,0.295,0.184,0.101,22,0,22,22,28.8,0,0,0,0,0,0,0,0,0,5.65,0,0,0,16.134,23.879,24.399,0,133,"1 cup, whole",5,1 kernel,49,1
12084,"BUTTERNUTS,DRIED",3.34,612,24.9,56.98,2.73,12.05,4.7,,53,4.02,237,446,421,1,3.13,0.45,6.56,17.2,3.2,0.383,0.148,1.045,0.633,0.56,66,0,66,66,,0,124,6,0,,,,,,,0,0,,1.306,10.425,42.741,0,120,1 cup,28.35,1 oz,73,1
12085,"CASHEW NUTS,DRY RSTD,WO/SALT",1.7,574,15.31,46.35,3.95,32.69,3,5.01,45,6,260,490,565,16,5.6,2.22,0.826,11.7,0,0.2,0.2,1.4,1.217,0.256,69,0,69,69,61,0,0,0,0,0,0,0,0,23,0.92,0,0,34.7,9.157,27.317,7.836,0,137,"1 cup, halves and whole",8.6,1 tbsp,0,1
12086,"CASHEW NUTS,OIL RSTD,WO/SALT",3.48,580,16.84,47.77,2.03,29.87,3.3,5.01,43,6.05,273,531,632,13,5.35,2.043,1.668,20.3,0.3,0.363,0.218,1.736,0.88,0.323,25,0,25,25,61,0,0,0,0,0,0,0,0,23,0.92,0,0,34.7,8.478,25.923,8.546,0,129,"1 cup, whole",129,"1 cup, halves and pieces",0,1
12087,"NUTS,CASHEW NUTS,RAW",5.2,553,18.22,43.85,2.54,30.19,3.3,5.91,37,6.68,292,593,660,12,5.78,2.195,1.655,19.9,0.5,0.423,0.058,1.062,0.864,0.417,25,0,25,25,,0,0,0,0,0,0,0,0,22,0.9,0,0,34.1,7.783,23.797,7.845,0,28,1 oz,,,,1
12088,"CASHEW BUTTER,PLN,WO/SALT",2.96,587,17.56,49.41,2.5,27.57,2,,43,5.03,258,457,546,15,5.16,2.19,0.815,11.5,0,0.312,0.187,1.599,1.201,0.252,68,0,68,68,,0,0,0,0,,,,,,,0,0,,9.763,29.122,8.354,0,16,1 tbsp,28.35,1 oz,0,1
12093,"CHESTNUTS,CHINESE,RAW",43.95,224,4.2,1.11,1.67,49.07,,,18,1.41,84,96,447,3,0.87,0.363,1.601,,36,0.16,0.18,0.8,0.555,0.41,68,0,68,68,,0,202,10,0,,,,,,,0,0,,0.164,0.581,0.288,0,28,1 oz,,,16,1
12094,"CHESTNUTS,CHINESE,DRIED",8.9,363,6.82,1.81,2.71,79.76,,,29,2.29,137,155,726,5,1.41,0.59,2.601,,58.5,0.26,0.293,1.3,0.902,0.666,110,0,110,110,,0,328,16,0,,,,,,,0,0,,0.266,0.945,0.468,0,28,1 oz,,,0,1
12095,"CHESTNUTS,CHINESE,BLD&STMD",61.57,153,2.88,0.76,1.14,33.64,,,12,0.97,58,66,306,2,0.6,0.249,1.097,,24.7,0.11,0.123,0.548,0.381,0.281,46,0,46,46,,0,138,7,0,,,,,,,0,0,,0.112,0.399,0.197,0,28,1 oz,,,0,1
12096,"CHESTNUTS,CHINESE,ROASTED",40.2,239,4.48,1.19,1.78,52.36,,,19,1.5,90,102,477,4,0.93,0.387,1.708,,38.4,0.15,0.09,1.5,0.592,0.437,72,0,72,72,,0,5,0,0,,,,,,,0,0,,0.175,0.62,0.307,0,28,1 oz,,,25,1
12097,"CHESTNUTS,EUROPEAN,RAW,UNPEELED",48.65,213,2.42,2.26,1.13,45.54,8.1,,27,1.01,32,93,518,3,0.52,0.447,0.952,,43,0.238,0.168,1.179,0.509,0.376,62,0,62,62,,0,28,1,0,,,,,,,0,0,,0.425,0.78,0.894,0,145,1 cup,28.35,1 oz,26,1
12098,"CHESTNUTS,EUROPEAN,RAW,PEELED",52,196,1.63,1.25,0.96,44.17,,,19,0.94,30,38,484,2,0.49,0.418,0.336,,40.2,0.144,0.016,1.102,0.476,0.352,58,0,58,58,,0,26,1,0,,,,,,,0,0,,0.235,0.43,0.493,0,28,1 oz,,,0,1
12099,"CHESTNUTS,EUROPEAN,DRIED,UNPEELED",9.45,374,6.39,4.45,2.4,77.31,11.7,,67,2.38,74,175,986,37,0.35,0.65,1.3,1.8,15,0.295,0.36,0.85,0.897,0.663,109,0,109,109,,0,0,0,0,,,,,,,0,0,,0.837,1.535,1.758,0,28,1 oz,,,20,1
12100,"CHESTNUTS,EUROPEAN,DRIED,PEELED",9,369,5.01,3.91,3.64,78.43,,,64,2.39,74,137,991,37,0.35,0.653,1.183,,15.1,0.354,0.054,0.854,0.901,0.666,110,0,110,110,,0,0,0,0,,,,,,,0,0,,0.736,1.349,1.546,0,28,1 oz,,,0,1
12101,"CHESTNUTS,EUROPEAN,BLD&STMD",68.15,131,2,1.38,0.71,27.76,,,46,1.73,54,99,715,27,0.25,0.472,0.854,,26.7,0.148,0.104,0.731,0.316,0.233,38,0,38,38,,0,17,1,0,,,,,,,0,0,,0.26,0.476,0.545,0,28,1 oz,,,0,1
12104,"COCONUT MEAT,RAW",46.99,354,3.33,33.49,0.97,15.23,9,6.23,14,2.43,32,113,356,20,1.1,0.435,1.5,10.1,3.3,0.066,0.02,0.54,0.3,0.054,26,0,26,26,12.1,0,0,0,0,0,0,0,0,0,0.24,0,0,0.2,29.698,1.425,0.366,0,80,"1 cup, shredded",397,1 medium,48,1
12108,"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",3,660,6.88,64.53,1.94,23.65,16.3,7.35,26,3.32,90,206,543,37,2.01,0.796,2.745,18.5,1.5,0.06,0.1,0.603,0.8,0.3,9,0,9,9,22.1,0,0,0,0,0,0,0,0,0,0.44,0,0,0.3,57.218,2.745,0.706,0,28,1 oz,,,0,1
12109,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",15.46,456,3.13,27.99,1.57,51.85,9.9,36.75,11,1.51,51,100,361,285,0.71,0.295,0.959,16.1,0,0.015,0.015,0.697,0.14,0.03,3,0,3,3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.396,1.377,0.222,0,85,1 cup,28.35,1 oz,0,1
12110,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND",23.27,443,3.35,31.69,0.78,40.91,4.5,,14,1.84,49,103,324,20,1.59,0.308,2.171,,0,0.03,0.02,0.305,0.633,0.237,7,0,7,7,,0,0,0,0,,,,,,,0,0,,28.101,1.348,0.347,0,77,1 cup,114,4 oz,0,1
12114,"COCONUT MEAT,DRIED (DESICCATED),TSTD",1,592,5.3,47,2.3,44.4,,,27,3.39,92,211,554,37,2.05,0.812,2.801,,1.5,0.061,0.102,0.616,0.817,0.306,9,0,9,9,,0,0,0,0,,,,,,,0,0,,41.678,1.999,0.514,0,28,1 oz,,,0,1
12115,"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",53.9,330,3.63,34.68,1.15,6.65,2.2,,11,2.28,28,122,325,4,0.96,0.378,1.304,,2.8,0.03,0,0.89,0.261,0.047,23,0,23,23,,0,0,0,0,,,,,,,0,0,,30.753,1.475,0.379,0,15,1 tbsp,240,1 cup,0,1
12116,"NUTS,COCNT CRM,CND,SWTND",28.97,357,1.17,16.31,0.34,53.21,0.2,51.5,4,0.13,17,22,101,36,0.6,0.236,0.815,5.5,0,0.022,0.04,0.038,0.163,0.029,14,0,14,14,6.6,0,0,0,0,0,0,0,0,0,0.13,0,0,0.1,15.472,0.679,0.159,0,19,1 tbsp,296,1 cup,0,1
12117,"COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)",67.62,230,2.29,23.84,0.72,5.54,2.2,3.34,16,1.64,37,100,263,15,0.67,0.266,0.916,6.2,2.8,0.026,0,0.76,0.183,0.033,16,0,16,16,8.5,0,0,0,0,0,0,0,0,0,0.15,0,0,0.1,21.14,1.014,0.261,0,240,1 cup,15,1 tbsp,0,1
12118,"COCONUT MILK,CND (LIQ EXPRESSED FROM GRATED MEAT&H2O)",72.88,197,2.02,21.33,0.97,2.81,,,18,3.3,46,96,220,13,0.56,0.223,0.768,,1,0.022,0,0.637,0.153,0.028,14,0,14,14,8.5,0,0,0,0,,,,,,,0,0,,18.915,0.907,0.233,0,226,1 cup,15,1 tbsp,0,1
12119,COCONUT H2O (LIQ FROM COCONUTS),94.99,19,0.72,0.2,0.39,3.71,1.1,2.61,24,0.29,25,20,250,105,0.1,0.04,0.142,1,2.4,0.03,0.057,0.08,0.043,0.032,3,0,3,3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.008,0.002,0,240,1 cup,15,1 tbsp,0,1
12120,HAZELNUTS OR FILBERTS,5.31,628,14.95,60.75,2.29,16.7,9.7,4.34,114,4.7,163,290,680,0,2.45,1.725,6.175,2.4,6.3,0.643,0.113,1.8,0.918,0.563,113,0,113,113,45.6,0,20,1,0,3,11,0,0,92,15.03,0,0,14.2,4.464,45.652,7.92,0,115,"1 cup, chopped",75,"1 cup, ground",59,1
12121,"HAZELNUTS OR FILBERTS,BLANCHED",5.79,629,13.7,61.15,2.36,17,11,3.49,149,3.3,160,310,658,0,2.2,1.6,12.65,4.1,2,0.475,0.11,1.55,0.815,0.585,78,0,78,78,,0,40,2,0,2,23,,,,17.5,0,0,,4.669,48.192,5.558,0,28,1 oz,,,0,1
12122,"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",2.52,646,15.03,62.4,2.45,17.6,9.4,4.89,123,4.38,173,310,755,0,2.5,1.75,5.55,4.1,3.8,0.338,0.123,2.05,0.923,0.62,88,0,88,88,,0,61,3,0,1,36,,,,15.28,0,0,,4.511,46.608,8.463,0,28,1 oz,,,0,1
12127,"GINKGO NUTS,RAW",55.2,182,4.32,1.68,1.2,37.6,,,2,1,27,124,510,7,0.34,0.274,0.113,,15,0.22,0.09,6,0.16,0.328,54,0,54,54,,0,558,28,0,,,,,,,0,0,,0.319,0.619,0.618,0,28,1 oz,,,24,1
12128,"GINKGO NUTS,DRIED",12.4,348,10.35,2,2.8,72.45,,,20,1.6,53,269,998,13,0.67,0.536,0.22,,29.3,0.43,0.176,11.732,1.345,0.641,106,0,106,106,,0,1091,55,0,,,,,,,0,0,,0.381,0.739,0.737,0,28,1 oz,,,24,1
12129,"GINKGO NUTS,CANNED",72.95,111,2.29,1.62,1.04,22.1,9.3,,4,0.29,16,54,180,307,0.21,0.166,0.068,0.5,9.1,0.133,0.054,3.623,0.097,0.198,33,0,33,33,,0,337,17,0,,,,,,,0,0,,0.309,0.599,0.597,0,155,"1 cup,  (78 kernels)",28.35,"1 oz,  (14 kernels)",41,1
